,Artist,Name,Genre,Peak.position,Weeks.on.chart,Avg.rank,Date,Energy,Danceability,Tempo,Valence
5923,SHAKIRA,GIVE IT UP TO ME,"RAP,SYNTH-POP,POP",29.0,11.0,51.90909090909091,2009,0.729,0.841,115.982,0.688
5924,SHAKIRA,GYPSY,"FOLK,POP",65.0,3.0,82.0,2010,0.899,0.502,153.066,0.731
5925,SHAKIRA,HIPS DON'T LIE,"SALSA,LATIN POP,R&;B,POP",1.0,31.0,23.032258064516128,2005,0.824,0.778,100.024,0.758
5926,SHAKIRA,LA TORTURA,"LATIN POP,EN ESPA\XC3\XB1OL,ROCK",23.0,31.0,49.38709677419355,2005,0.783,0.74,100.011,0.812
5927,SHAKIRA,LOCA,"LATIN POP,MERENGUE,POP",32.0,11.0,80.18181818181819,2010,0.692,0.8,112.002,0.917
5928,SHAKIRA,ME ENAMORE,"LATIN MUSIC,LATIN POP,REGGAETON,EN ESPA\XC3\XB1OL,POP",83.0,2.0,91.5,2017,0.879,0.74,103.71,0.948
5929,SHAKIRA,OBJECTION,"POP-ROCK,ROCK",55.0,9.0,70.44444444444444,2002,0.625,0.644,88.286,0.754
5930,SHAKIRA,PERRO FIEL,"EN ESPA\XC3\XB1OL,POP",100.0,1.0,100.0,2017,0.76,0.75,183.817,0.893
5931,SHAKIRA,SHE WOLF,"DANCE,ELECTRO-POP,ELECTRONIC,POP",11.0,20.0,28.0,2009,0.69,0.865,121.983,0.867
5932,SHAKIRA,TRY EVERYTHING,"DISNEY,SOUNDTRACK,POP",63.0,9.0,75.33333333333333,2016,0.609,0.705,115.474,0.476
5933,SHAKIRA,UNDERNEATH YOUR CLOTHES,"POP-ROCK,ROCK",9.0,20.0,34.1578947368421,2002,0.476,0.548,165.367,0.413
5934,SHAKIRA,"WHENEVER, WHEREVER","POP,LATIN POP,ROCK",6.0,24.0,24.833333333333332,2001,0.832,0.794,107.657,0.871
5935,SHANE MINOR,SLAVE TO THE HABIT,POP,82.0,7.0,92.33333333333333,1999,0.836,0.719,116.205,0.943
5936,SHANIA TWAIN,COME ON OVER,"COUNTRY,ROCK",58.0,10.0,64.6,1999,0.915,0.829,118.903,0.779
5937,SHANIA TWAIN,FOREVER AND FOR ALWAYS,"COUNTRY,ROCK",20.0,23.0,37.82608695652174,2003,0.493,0.809,91.931,0.723
5938,SHANIA TWAIN,I'M GONNA GETCHA GOOD!,"POP,COUNTRY,ROCK",34.0,20.0,64.9,2002,0.066,0.842,124.031,0.808
5939,SHANIA TWAIN,IT ONLY HURTS WHEN I'M BREATHING,"COUNTRY,ROCK",71.0,7.0,78.85714285714286,2004,0.585,0.322,76.645,0.427
5940,SHANIA TWAIN,MAN! I FEEL LIKE A WOMAN!,"POP,COUNTRY,ROCK",23.0,28.0,56.13333333333333,1999,0.889,0.664,124.986,0.729
5941,SHANIA TWAIN,SHE'S NOT JUST A PRETTY FACE,"COUNTRY,ROCK",56.0,13.0,70.38461538461539,2003,0.617,0.566,116.026,0.896
5942,SHANIA TWAIN,THAT DON'T IMPRESS ME MUCH,"POP-ROCK,POP,COUNTRY",7.0,28.0,21.8,1999,0.873,0.743,125.005,0.965
5943,SHANIA TWAIN,TODAY IS YOUR DAY,"COUNTRY,ROCK",100.0,1.0,66.0,2011,0.493,0.481,135.825,0.355
5944,SHANIA TWAIN,UP!,"POP,COUNTRY,ROCK",63.0,10.0,75.4,2003,0.136,0.25,118.086,0.0981
5945,SHANIA TWAIN,YOU'VE GOT A WAY,"COUNTRY,ROCK",49.0,13.0,71.76923076923077,1999,0.727,0.643,126.003,0.901
5946,SHAREEFA,NEED A BOSS,"R&;B,RAP",62.0,18.0,80.22222222222223,2006,0.797,0.684,84.012,0.565
5947,SHARISSA,ANY OTHER NIGHT,"R&;B,POP",72.0,14.0,85.92857142857143,1999,0.517,0.732,76.991,0.595
5948,SHAWN MENDES,A LITTLE TOO MUCH,POP,100.0,1.0,94.0,2015,0.507,0.451,165.76,0.564
5949,SHAWN MENDES,IF I CAN'T HAVE YOU,"CANADA,TEEN POP,POP",2.0,8.0,12.375,2019,0.809,0.692,123.911,0.864
5950,SHAWN MENDES,IN MY BLOOD,"PRODUCER,ROCK,ADULT CONTEMPORARY,BALLAD,POP-ROCK,CANADA,POP",11.0,23.0,29.73913043478261,2018,0.712,0.622,140.025,0.487
5951,SHAWN MENDES,LIFE OF THE PARTY,"CANADA,POP",24.0,2.0,53.0,2014,0.873,0.465,160.083,0.676
5952,SHAWN MENDES,MERCY,"CANADA,POP",15.0,32.0,41.3125,2016,0.688,0.389,87.925,0.457
5953,SHAWN MENDES,SOMETHING BIG,POP,80.0,3.0,88.0,2014,0.147,0.407,141.284,0.0765
5954,SHAWN MENDES,STITCHES,POP,4.0,52.0,25.71153846153846,2015,0.754,0.752,149.789,0.755
5955,SHAWN MENDES,THERE'S NOTHING HOLDIN' ME BACK,"LATIN POP,DANCE,ALTERNATIVE POP,POP-ROCK,CANADA,POP",6.0,34.0,22.38235294117647,2017,0.813,0.866,121.998,0.969
5956,SHAWN MENDES,TREAT YOU BETTER,"CANADA,POP",6.0,39.0,22.58974358974359,2016,0.62,0.699,92.98,0.613
5957,SHAWN MENDES,YOUTH,POP,65.0,2.0,70.5,2018,0.596,0.534,100.121,0.324
5958,"SHAWN MENDES, CAMILA CABELLO",I KNOW WHAT YOU DID LAST SUMMER,POP,20.0,20.0,49.8,2015,0.761,0.687,113.939,0.743
5959,"SHAWN MENDES, CAMILA CABELLO",SENORITA,POP,100.0,1.0,2.0,2019,0.54,0.759,116.947,0.75
5960,"SHAWN MENDES, ZEDD",LOST IN JAPAN,"CANADA,R&;B,REMIX,ELECTRONIC,DANCE,POP",48.0,16.0,68.875,2018,0.738,0.713,105.027,0.425
5961,SHAWNNA,GETTIN' SOME,RAP,31.0,19.0,57.78947368421053,2006,0.586,0.823,78.054,0.611
5962,SHAWTY LO,DEY KNOW,RAP,31.0,17.0,56.8235294117647,1999,0.714,0.428,110.017,0.678
5963,SHECK WES,MO BAMBA,"HIP-HOP,NBA,EAST COAST,MEMES,BASKETBALL,TRAP,RAP",6.0,28.0,26.785714285714285,2016,0.219,0.566,114.404,0.828
5964,SHEPPARD,GERONIMO,ROCK,53.0,21.0,71.52380952380952,2014,0.928,0.88,146.011,0.517
5965,SHERRIE AUSTIN,NEVER BEEN KISSED,POP,89.0,10.0,94.6,1999,0.655,0.545,175.157,0.638
5966,SHERYL CROW,EASY,COUNTRY,72.0,8.0,90.125,2013,0.408,0.566,146.61,0.235
5967,SHERYL CROW,GOOD IS GOOD,"COUNTRY,ROCK",64.0,10.0,83.9,1999,0.691,0.476,160.518,0.699
5968,SHERYL CROW,LOVE IS FREE,COUNTRY,77.0,6.0,92.66666666666667,2008,0.755,0.829,116.455,0.962
5969,SHERYL CROW,NOT FADE AWAY,POP,100.0,1.0,78.0,1999,,,,
5970,SHERYL CROW,SOAK UP THE SUN,"ADULT ALTERNATIVE,PRODUCER,SINGER-SONGWRITER,ADULT CONTEMPORARY,POP-ROCK,POP,COUNTRY,ROCK",17.0,29.0,33.758620689655174,2002,0.733,0.717,119.996,0.713
5971,SHERYL CROW,STEVE MCQUEEN,COUNTRY,88.0,5.0,91.2,2002,0.893,0.555,169.966,0.762
5972,SHERYL CROW,THE FIRST CUT IS THE DEEPEST,"POP-ROCK,POP,COUNTRY,ROCK",14.0,36.0,31.571428571428573,2003,0.7,0.509,160.003,0.671
5973,"SHERYL CROW, KID ROCK, KEITH URBAN",LEAN ON ME,POP,100.0,1.0,47.0,1999,0.46,0.527,146.409,0.418
5974,"SHERYL CROW, STING",ALWAYS ON YOUR SIDE,COUNTRY,33.0,8.0,68.25,1999,0.553,0.519,140.164,0.251
5975,SHINEDOWN,BULLY,ROCK,94.0,2.0,94.0,2008,0.89,0.746,129.279,0.937
5976,SHINEDOWN,I DARE YOU,ROCK,88.0,2.0,93.0,2005,0.921,0.55,107.013,0.354
5977,SHINEDOWN,IF YOU ONLY KNEW,ROCK,42.0,20.0,53.65,2008,0.956,0.449,97.011,0.321
5978,SHINEDOWN,SAVE ME,ROCK,72.0,11.0,85.72727272727273,2005,0.816,0.524,116.026,0.252
5979,SHINEDOWN,SECOND CHANCE,"ADULT CONTEMPORARY,ADULT ALTERNATIVE,POST-GRUNGE,ALTERNATIVE ROCK,ROCK",7.0,41.0,38.36585365853659,2008,0.796,0.46,100.011,0.182
5980,SHINEDOWN,SOUND OF MADNESS,ROCK,85.0,9.0,91.55555555555556,2008,0.939,0.328,185.971,0.329
5981,SHINEDOWN,THE CROW & THE BUTTERFLY,ROCK,100.0,1.0,97.0,2008,0.781,0.319,149.002,0.238
5982,SHINY TOY GUNS,MAJOR TOM,POP,100.0,1.0,97.0,2009,0.79,0.637,164.822,0.607
5983,SHIRT,T,"HIP-HOP,TRAP,RAP",19.0,25.0,48.37096774193548,2017,0.75,0.732,155.096,0.401
5984,SHONTELLE,IMPOSSIBLE,"R&;B,RAP",13.0,20.0,34.95,2010,0.624,0.6,90.036,0.529
5985,SHOP BOYZ,PARTY LIKE A ROCKSTAR,RAP,2.0,22.0,25.095238095238095,2007,0.709,0.619,144.972,0.68
5986,SHWAYZE,CORONA AND LIME,RAP,23.0,8.0,59.5,2008,0.763,0.862,99.998,0.893
5987,SHYNE,BAD BOYZ,RAP,57.0,15.0,81.06666666666666,2000,0.594,0.788,83.84,0.691
5988,SIA,ALIVE,"AUSTRALIA,POP",56.0,3.0,76.66666666666667,2015,0.415,0.723,159.65,0.581
5989,SIA,CHANDELIER,"ADULT CONTEMPORARY,BALLAD,REGGAE,R&;B,ELECTRO-POP,POP",8.0,46.0,26.97826086956522,2014,0.388,0.317,173.853,0.311
5990,SIA,CHEAP THRILLS,"JAMAICA,REMIX,AUSTRALIA,RAP,SYNTH-POP,POP",1.0,52.0,27.596153846153847,2016,0.698,0.628,89.976,0.732
5991,SIA,HELIUM,"SOUNDTRACK,POP",100.0,1.0,71.0,2017,0.396,0.42,136.849,0.132
5992,SIA,THE GREATEST,"AUSTRALIA,LGBTQ+,RAP,POP",18.0,23.0,28.73913043478261,2016,0.725,0.668,191.944,0.729
5993,SICK PUPPIES,MAYBE,ROCK,56.0,15.0,74.0,2010,0.772,0.729,125.974,0.751
5994,SILENTO,WATCH ME,"POP,RAP",3.0,51.0,24.745098039215687,2015,0.759,0.821,140.01,0.962
5995,SILK,IF YOU,R&;B,13.0,20.0,71.5,1999,0.625,0.68,94.02,0.814
5996,SILK,MEETING IN MY BEDROOM,"R&;B,POP",62.0,13.0,79.53846153846153,1999,0.455,0.716,111.668,0.226
5997,"SILK CITY, DUA LIPA",ELECTRICITY,"RETRO,DISCO,ELECTRO HOUSE,DANCE-POP,DANCE,ELECTRONIC,UK,HOUSE,POP",62.0,10.0,85.8,2018,0.67,0.588,118.159,0.505
5998,SILVERSUN PICKUPS,PANIC SWITCH,ROCK,100.0,1.0,92.0,2009,0.885,0.163,198.556,0.549
5999,SIMPLE PLAN,ADDICTED,ROCK,45.0,19.0,60.68421052631579,2003,0.487,0.461,78.991,0.159
6000,SIMPLE PLAN,I'D DO ANYTHING,"POP-PUNK,ROCK",51.0,12.0,67.5,2002,0.147,0.637,78.803,0.607
6001,SIMPLE PLAN,PERFECT,"POP-PUNK,CANADA,QU\XC3\XA9BEC,ROCK",24.0,20.0,41.94736842105263,2003,0.929,0.523,155.977,0.763
6002,SIMPLE PLAN,SHUT UP,ROCK,99.0,2.0,99.5,2005,0.797,0.589,174.039,0.787
6003,SIMPLE PLAN,WELCOME TO MY LIFE,ROCK,40.0,18.0,63.5,2004,0.858,0.421,173.255,0.491
6004,SISQO,GOT TO GET IT,R&;B,40.0,20.0,62.2,1999,0.782,0.761,101.886,0.766
6005,SISQO,INCOMPLETE,R&;B,1.0,26.0,25.2,2000,0.528,0.447,69.901,0.17
6006,SISQO,THONG SONG,R&;B,3.0,28.0,19.74074074074074,1999,0.888,0.706,121.549,0.714
6007,SISTER HAZEL,CHANGE YOUR MIND,POP,59.0,20.0,82.6,1999,0.803,0.559,165.743,0.66
6008,SIXPENCE NONE THE RICHER,DON'T DREAM IT'S OVER,"ADULT CONTEMPORARY,ADULT ALTERNATIVE,COVER,POP-ROCK,ROCK,POP",78.0,6.0,85.83333333333333,1999,0.494,0.699,96.96,0.209
6009,SIXPENCE NONE THE RICHER,KISS ME,"ADULT ALTERNATIVE,ADULT CONTEMPORARY,BALLAD,POP,POP-ROCK,ROCK",2.0,33.0,27.6,1999,0.665,0.439,168.707,0.328
6010,SIXPENCE NONE THE RICHER,THERE SHE GOES,POP,32.0,20.0,55.15,1999,0.676,0.719,93.976,0.444
6011,SKI MASK THE SLUMP GOD,FAUCET FAILURE,"HIP-HOP,AFRO TRAP,TRAP,RAP",87.0,11.0,92.81818181818181,2018,0.552,0.935,99.993,0.615
6012,SKI MASK THE SLUMP GOD,FOOT FUNGUS,"TRAP,RAP",100.0,1.0,81.0,2018,0.623,0.881,88.953,0.745
6013,SKI MASK THE SLUMP GOD,NUKETOWN,"HIP-HOP,SCREAMO,TRAP,RAP",63.0,6.0,85.83333333333333,2018,0.617,0.808,149.962,0.632
6014,SKILLET,AWAKE AND ALIVE,"CHRISTIAN ROCK,CHRISTIAN,ROCK",100.0,1.0,100.0,2010,0.561,0.443,156.111,0.574
6015,SKRILLEX,BANGARANG,"ELECTRO,DUBSTEP,ELECTRONIC,DANCE,ROCK",72.0,20.0,85.3,2011,0.972,0.716,110.026,0.576
6016,SKRILLEX,FIRST OF THE YEAR,"DANCE,ELECTRO,DUBSTEP,ELECTRONIC,POP",85.0,3.0,94.0,2011,0.948,0.429,115.785,0.55
6017,SKRILLEX,KYOTO,"DANCE,DUBSTEP,ROCK",74.0,4.0,83.0,2010,0.738,0.512,125.032,0.256
6018,SKRILLEX,SCARY MONSTERS AND NICE SPRITES,"ROCK,DANCE,ELECTRO,ELECTRONIC,DUBSTEP",69.0,14.0,85.64285714285714,2010,0.944,0.523,139.997,0.324
6019,"SKRILLEX, RICK ROSS",PURPLE LAMBORGHINI,"POP,DUBSTEP,TRAP,RAP",33.0,10.0,69.4,2016,0.899,0.457,147.268,0.298
6020,SLAUGHTERHOUSE,THROW THAT,RAP,100.0,1.0,98.0,2012,0.683,0.832,149.974,0.399
6021,SLEEPY BROWN,I CAN'T WAIT,"DIRTY SOUTH,SOUNDTRACK,SOUL,FUNK,R&;B,RAP",40.0,13.0,57.416666666666664,2004,0.63,0.855,102.922,0.578
6022,SLIM,SO FLY,RAP,49.0,15.0,67.66666666666667,2008,0.559,0.784,90.994,0.698
6023,SLUM VILLAGE,SELFISH,RAP,55.0,17.0,75.76470588235294,2004,0.597,0.71,95.769,0.49
6024,SLUM VILLAGE,TAINTED,RAP,87.0,11.0,90.72727272727273,2002,0.442,0.915,92.81,0.65
6025,SMASH MOUTH,ALL STAR,"PUNK ROCK,SKA,SKA PUNK,SCREEN,POP-ROCK,SOUNDTRACK,POWER POP,MEMES,POP-PUNK,ALTERNATIVE ROCK,ROCK",4.0,30.0,15.181818181818182,1999,0.867,0.731,104.019,0.776
6026,SMASH MOUTH,I'M A BELIEVER,"SOUNDTRACK,COVER,POP-ROCK,ROCK",25.0,20.0,58.0,1999,0.66,0.754,158.03,0.857
6027,SMASH MOUTH,THEN THE MORNING COMES,ROCK,11.0,26.0,28.76923076923077,1999,0.881,0.729,118.58,0.963
6028,"SMILEZ, SOUTHSTAR",TELL ME,POP,28.0,16.0,50.9375,1999,0.521,0.696,134.28,0.552
6029,SMOKIE NORFUL,I NEED YOU NOW,"GOSPEL,POP",96.0,3.0,98.33333333333333,1999,0.419,0.442,53.098,0.477
6030,SNOOP DOGG,BEAUTIFUL,"SOUL POP,R&;B,WEST COAST,HIP-HOP,RAP",6.0,20.0,23.63157894736842,2002,0.573,0.456,76.19,0.0992
6031,SNOOP DOGG,BOOM,RAP,76.0,4.0,84.0,2011,0.889,0.574,116.007,0.784
6032,SNOOP DOGG,DROP IT LIKE IT'S HOT,"WEST COAST,MEMES,PRODUCER,RAP",1.0,30.0,13.533333333333333,2004,0.632,0.888,91.979,0.662
6033,SNOOP DOGG,FROM THA CHUUUCH TO DA PALACE,RAP,77.0,10.0,86.2,2002,0.679,0.799,96.957,0.648
6034,SNOOP DOGG,GANGSTA LUV,RAP,35.0,19.0,53.78947368421053,2009,0.735,0.59,102.076,0.398
6035,SNOOP DOGG,I WANNA ROCK,RAP,41.0,15.0,73.33333333333333,2010,0.793,0.559,92.034,0.69
6036,SNOOP DOGG,JUST A BABY BOY,"SOUNDTRACK,HIP-HOP,R&;B,RAP",90.0,4.0,92.25,2001,0.715,0.857,94.821,0.757
6037,SNOOP DOGG,LAY LOW,"GANGSTA RAP,HARDCORE HIP-HOP,WEST COAST,RAP",50.0,19.0,73.15789473684211,2000,0.653,0.87,94.84,0.755
6038,SNOOP DOGG,LET'S GET BLOWN,"WEST COAST,R&;B,FUNK,RAP",54.0,11.0,64.18181818181819,2004,0.621,0.94,106.001,0.694
6039,SNOOP DOGG,SENSUAL SEDUCTION,POP,7.0,20.0,25.9,2008,0.824,0.758,120.199,0.498
6040,SNOOP DOGG,SIGNS,"WEST COAST,FUNK,POP,R&;B,RAP",46.0,14.0,63.357142857142854,2004,0.706,0.934,112.962,0.614
6041,SNOOP DOGG,THAT'S THAT,"R&;B,WEST COAST,RAP",20.0,16.0,42.9375,2006,0.742,0.939,118.978,0.924
6042,"SNOOP DOGG, WIZ KHALIFA","YOUNG, WILD & FREE","POP,RAP",7.0,32.0,23.9375,2011,0.655,0.715,95.078,0.531
6043,SNOOTIE WILD,MADE ME,"TRAP,RAP",93.0,3.0,95.33333333333333,2014,0.719,0.856,146.032,0.37
6044,SNOW PATROL,CALLED OUT IN THE DARK,ROCK,100.0,1.0,78.0,2011,0.712,0.726,120.003,0.961
6045,SNOW PATROL,CHASING CARS,ROCK,5.0,45.0,33.08888888888889,2006,0.592,0.563,104.016,0.136
6046,SNOW PATROL,SET THE FIRE TO THE THIRD BAR,ROCK,54.0,5.0,75.0,2006,0.379,0.535,96.02,0.385
6047,SNOW PATROL,SIGNAL FIRE,POP,65.0,2.0,73.5,1999,0.436,0.32,79.567,0.157
6048,SOMO,RIDE,RAP,76.0,15.0,86.46666666666667,2013,0.849,0.738,134.919,0.828
6049,SOFI TUKKER,BEST FRIEND,"ALTERNATIVE DANCE,ELECTRONICA,FUNK,ELECTRO-FUNK,DEEP HOUSE,HOUSE,DANCE-POP,GAMING,SOUNDTRACK,POP",81.0,5.0,90.6,2017,0.714,0.575,144.982,0.32
6050,"SOFIA CARSON, CAMERON BOYCE, BOOBOO STEWART, MITCHELL HOPE",CHILLIN' LIKE A VILLAIN,"FUNK-POP,POP",100.0,1.0,95.0,2017,0.775,0.697,113.886,0.826
6051,SOKO,WE MIGHT BE DEAD BY TOMORROW,ROCK,100.0,1.0,9.0,2012,0.151,0.39,143.421,0.0827
6052,SOLANGE,CRANES IN THE SKY,R&;B,74.0,2.0,86.5,2016,0.615,0.719,96.988,0.465
6053,SOLANGE,DON'T TOUCH MY HAIR,R&;B,100.0,1.0,91.0,2016,0.366,0.577,95.76,0.39
6054,SOLE,"4, 5, 6",RAP,21.0,16.0,55.1875,1999,0.654,0.816,79.974,0.775
6055,SOLUNA,FOR ALL TIME,"EN ESPA\XC3\XB1OL,POP",72.0,11.0,83.54545454545455,1999,0.751,0.506,127.398,0.688
6056,SON BY FOUR,PUREST OF PAIN,"BACHATA,LATIN MUSIC,POP",26.0,26.0,49.5,1999,0.939,0.593,134.108,0.743
6057,SONIQUE,IT FEELS SO GOOD,RAP,8.0,24.0,22.391304347826086,1999,0.8,0.705,177.825,0.664
6058,SOPHIA GRACE,BEST FRIENDS,POP,100.0,1.0,87.0,2014,0.341,0.159,178.073,0.0368
6059,SOULDECISION,FADED,RAP,22.0,24.0,41.583333333333336,1999,0.511,0.705,82.011,0.581
6060,SOULJA BOY TELL 'EM,KISS ME THRU THE PHONE,RAP,3.0,27.0,23.85185185185185,2008,0.712,0.758,149.998,0.795
6061,SOULJA BOY TELL'EM,CRANK THAT,"HIP-HOP,DIRTY SOUTH,DANCE,CRUNK,MEMES,RAP",1.0,32.0,12.84375,2007,0.74,0.736,140.141,0.803
6062,SOULJA BOY TELL'EM,PRETTY BOY SWAG,"TRAP,DIRTY SOUTH,CRUNK,HIP-HOP,RAP",34.0,16.0,59.4375,2010,0.42,0.837,123.157,0.143
6063,SOULJA BOY TELL'EM,SOULJA GIRL,RAP,32.0,15.0,49.4,2007,0.714,0.578,73.007,0.145
6064,SOULJA BOY TELL'EM,YAHHH!,RAP,48.0,13.0,68.0,2007,0.81,0.72,154.028,0.794
6065,SOUNDGARDEN,BLACK RAIN,"ALTERNATIVE METAL,ALTERNATIVE ROCK,GRUNGE,ROCK",100.0,1.0,96.0,2010,0.882,0.2,171.02,0.275
6066,SPECTACULAR! CAST,BREAK MY HEART,POP,100.0,1.0,95.0,1999,0.573,0.538,92.861,0.238
6067,SPLENDER,I THINK GOD CAN EXPLAIN,POP,62.0,12.0,74.0,1999,0.729,0.48,137.232,0.509
6068,SPOSE,I'M AWESOME,RAP,37.0,9.0,57.55555555555556,2009,0.933,0.478,98.949,0.442
6069,ST. LUNATICS,MIDWEST SWING,RAP,88.0,5.0,93.8,1999,0.58,0.846,94.945,0.271
6070,STACIE ORRICO,MORE TO LIFE,POP,30.0,20.0,51.8,2003,0.922,0.58,89.841,0.649
6071,STACIE ORRICO,STUCK,POP,52.0,11.0,70.18181818181819,2003,0.904,0.377,200.566,0.595
6072,STAIND,BELIEVE,"HARD ROCK,ALTERNATIVE ROCK,ROCK",83.0,3.0,91.33333333333333,2008,0.515,0.649,89.828,0.0766
6073,STAIND,FADE,"ALTERNATIVE METAL,NU-METAL,ROCK",62.0,17.0,75.94117647058823,2001,0.846,0.471,116.469,0.255
6074,STAIND,FOR YOU,"NU-METAL,ALTERNATIVE METAL,ROCK",63.0,20.0,71.75,2001,0.934,0.753,113.525,0.73
6075,STAIND,IT'S BEEN AWHILE,"ALTERNATIVE ROCK,MEMES,NU-METAL,ALTERNATIVE METAL,ROCK",5.0,46.0,27.711111111111112,2001,0.774,0.509,116.529,0.0824
6076,STAIND,PRICE TO PLAY,"HARD ROCK,ALTERNATIVE ROCK,ROCK",66.0,10.0,76.1,2003,0.922,0.41,109.511,0.327
6077,STAIND,RIGHT HERE,"NU-METAL,ALTERNATIVE METAL,ALTERNATIVE ROCK,ROCK",55.0,20.0,78.35,2005,0.646,0.492,112.228,0.214
6078,STAIND,SO FAR AWAY,"HARD ROCK,ALTERNATIVE ROCK,ROCK",24.0,28.0,37.714285714285715,2003,0.896,0.407,138.697,0.156
6079,STARLEY,CALL ON ME,"DANCE,ELECTRONIC,POP",65.0,18.0,80.94444444444444,2016,0.838,0.67,104.998,0.717
6080,STEEL MAGNOLIA,KEEP ON LOVIN' YOU,POP,68.0,15.0,80.66666666666667,1999,0.635,0.318,174.789,0.357
6081,STEVE AOKI,WASTE IT ON ME,"DANCE,POP",100.0,1.0,89.0,2018,0.684,0.669,96.097,0.466
6082,"STEVE AOKI, CHRIS LAKE, TUJAMO",DELIRIOUS,"DANCE,POP,ELECTRONIC",90.0,3.0,93.0,2014,0.912,0.706,128.004,0.925
6083,"STEVE AOKI, LOUIS TOMLINSON",JUST HOLD ON,"DANCE-POP,UK,ELECTRONIC,DANCE,POP",52.0,6.0,85.16666666666667,2016,0.932,0.647,115.0,0.387
6084,STEVE AZAR,I DON'T HAVE TO BE ME,POP,35.0,20.0,54.5,2001,0.717,0.497,168.999,0.771
6085,STEVE HOLY,BRAND NEW GIRLFRIEND,COUNTRY,40.0,20.0,63.95,2006,0.861,0.669,133.82,0.72
6086,STEVE HOLY,GOOD MORNING BEAUTIFUL,COUNTRY,29.0,20.0,44.8,2001,0.784,0.561,106.015,0.177
6087,STEVE HOLY,LOVE DON'T RUN,POP,78.0,7.0,89.14285714285714,1999,0.417,0.573,70.777,0.345
6088,STEVE WARINER,I'M ALREADY TAKEN,COUNTRY,42.0,14.0,64.57142857142857,1999,,,,
6089,STEVE WARINER,TWO TEARDROPS,POP,30.0,20.0,86.0,1999,0.367,0.747,121.447,0.49
6090,STEVEN TYLER,FEELS SO GOOD,POP,35.0,4.0,74.0,1999,0.8,0.705,177.825,0.664
6091,STEVEN TYLER,LOVE IS YOUR NAME,COUNTRY,100.0,1.0,75.0,1999,0.212,0.523,67.617,0.0853
6092,STEVIE WONDER,SO WHAT THE FUSS,"ROCK,SOUL POP,SOUL,R&;B",100.0,1.0,96.0,2005,0.763,0.83,87.922,0.924
6093,STING,DESERT ROSE,"ROCK,POP",17.0,26.0,38.0,1999,0.654,0.577,111.993,0.13
6094,STONE SOUR,BOTHER,"ACOUSTIC,ROCK",56.0,20.0,73.85,2003,0.393,0.493,84.444,0.354
6095,STONE SOUR,THROUGH GLASS,ROCK,39.0,26.0,61.80769230769231,2006,0.753,0.545,105.754,0.434
6096,STONE TEMPLE PILOTS,SOUR GIRL,"POP-ROCK,PSYCHEDELIC ROCK,ADULT ALTERNATIVE,ALTERNATIVE ROCK,GRUNGE,ROCK",78.0,13.0,86.76923076923077,1999,0.663,0.394,207.575,0.737
6097,STYLES,GOOD TIMES,RAP,22.0,20.0,52.05,2002,0.761,0.697,81.728,0.666
6098,SUGABABES,HOLE IN THE HEAD,POP,96.0,2.0,97.0,2003,0.937,0.793,124.998,0.956
6099,SUGAR RAY,EVERY MORNING,ROCK,3.0,31.0,36.25,1999,0.953,0.295,146.72,0.575
6100,SUGAR RAY,FALLS APART,POP,29.0,20.0,58.45,1999,0.621,0.627,143.96,0.919
6101,SUGAR RAY,SOMEDAY,ROCK,7.0,32.0,20.433333333333334,1999,0.721,0.523,182.376,0.678
6102,SUGAR RAY,WHEN IT'S OVER,ROCK,13.0,22.0,27.136363636363637,2001,0.775,0.675,99.945,0.933
6103,SUGARLAND,ALL I WANT TO DO,"COUNTRY,RAP",18.0,16.0,48.4375,2008,0.725,0.709,97.046,0.759
6104,SUGARLAND,ALREADY GONE,"COUNTRY,ROCK",41.0,19.0,60.68421052631579,2008,0.596,0.48,154.769,0.332
6105,SUGARLAND,BABE,"COUNTRY,POP",72.0,2.0,83.5,2018,0.777,0.535,171.72,0.664
6106,SUGARLAND,BABY GIRL,"COUNTRY,ROCK",38.0,20.0,65.35,2004,0.736,0.436,166.819,0.583
6107,SUGARLAND,EVERYDAY AMERICA,"COUNTRY,ROCK",68.0,10.0,81.1,2006,0.847,0.638,101.013,0.658
6108,SUGARLAND,IT HAPPENS,"COUNTRY,ROCK",33.0,20.0,59.9,2008,0.724,0.641,89.971,0.748
6109,SUGARLAND,JOEY,"COUNTRY,ROCK",89.0,3.0,95.33333333333333,2008,0.69,0.536,121.957,0.306
6110,SUGARLAND,JUST MIGHT,"COUNTRY,ROCK",60.0,16.0,78.0,2004,0.504,0.487,139.717,0.331
6111,SUGARLAND,LIFE IN A NORTHERN TOWN,COUNTRY,43.0,3.0,64.33333333333333,2008,0.653,0.548,117.856,0.214
6112,SUGARLAND,LITTLE MISS,"COUNTRY,ROCK",71.0,14.0,82.78571428571429,2010,0.797,0.351,129.14,0.243
6113,SUGARLAND,SOMETHING MORE,"COUNTRY,ROCK",35.0,20.0,56.55,2004,0.857,0.613,102.261,0.349
6114,SUGARLAND,STAY,"COUNTRY,ROCK",32.0,20.0,50.55,2006,0.284,0.549,135.632,0.389
6115,SUGARLAND,STUCK LIKE GLUE,"POP COUNTRY,COUNTRY,ROCK",17.0,24.0,29.333333333333332,2010,0.795,0.702,83.961,0.836
6116,SUGARLAND,WANT TO,"COUNTRY,ROCK",32.0,20.0,50.1,2006,0.73,0.438,158.281,0.148
